Texte,Classe
"إفطار الصباح في المالديف 🏝️🍱🍹☕
صباح الخير 😍",Voyage
بحيرة علي شكل قلب💙 من اليابان ,Voyage
"اندونسيا هي دولة طبيعية وساحرة وبها الكثير من اماكن الترفيه زورها الأن مع ستار ترافيل 
‎للحجز والإستفسار اتواصل معانا عبر الواتس اب على الأرقام التالية 
wa.me/995555133364
wa.me/995555133365
wa.me/966556306817
#ازياء #ازياء_بنات #ازياء_المشاهير #ازياء_سهره #ازياء_اطفال #ازياء_مصممين #ازياء_مشاهير #ازياء_نسائية #ازياء_راقيه #ازياء_النجوم #ازياء_سهرات #ازياء_2018 #ازياء_سهرة #ازياء_العيد #ازياء_تركية #ازياء_راقية #ازياء_هنديه #ازياء_محجبات  #ازياء_شتويه #ازياء_عروسه #الذهبية #سياحة #سفر #اذربایجان#مدن #المدينة",Voyage
"#فندق_تقسيم 
نحن في #شركة_انترا_للسياحة 🇹🇷👨‍💻نقدم مجموعة كبيرة من أماكن الإقامة التي تناسب احتياجاتك.💥🏩🇹🇷
سواء كنت مسافراً للعمل أو الترفيه ، لدينا الغرفة 
المثالية لك. 🤩💫 
لمزيد من التفاصيل و الحجز يرجى التواصل على الرقم 👇
00905461086861
رابط واتساب مباشر 👇
https://wa.me/message/2YTZ2ZM3H6VDJ1
 #فنادق #تركيا #اسطنبول #سفر #سياحة #الكويت #طرابزون #انطاليا  #البحرين #قطر  #رحلات  #طيران #سياحه #بورصة #رحلات_سياحية  #اوزنجول #دبي #جدة  #تذاكر 
#العراق #السعودية #قطر #الامارات #ليبيا 
#حجوزات_فنادق 
#turkey  #istanbul  #travel",Voyage
"الشتاء ميحلاش من غير #سفر..  كل الي هتحتاجه في سفريتك من حجز فنادق او طيران جوه او بره مصر هنساعدك فيه 
 متاح رحلات دبى 🇦🇪 بسعر يبدا من 13500 الفرد 
متاح رحلات لبنان 🇱🇧 بسعر يبدا من 11500 الفرد 
متاح رحلات تركيا 🇹🇷 بسعر يبدا من 14900 للفرد 
متاح حلات زنزبار 🇹🇿 بسعر يبدا من 22,500 الفرد   
متاح رحلات بالى 🇮🇩 بسعر يبدا من 33,500 الفرد 
متاح رحلات تايلند 🇹🇭بسعر يبدا من 18,500 للفرد 
متاح رحلات المالديف 🇲🇻 بسعر يبداء من 20,000 للفرد  
متاح رحلات تايلند وماليزيا 🇹🇭🇮🇩 بسعر يبدا من 24500 للفرد
متاح تأشيرات دبى 🇦🇪 & تايلند 🇹🇭  الصين
متاح تجهز وحجز معاد فايل الشنجن 🇫🇷🇩🇪🇳🇱🇮🇸
تابعونا على انستجرام https://www.instagram.com/samamisrtravel/
🔷 للحجز والاستعلام :- شركةسما_مصر_للسياحه ثقة بلاحدود👌
☎برجاء الاتصال علي : اتصل بينا في أي وقت 📱📱📞
0224011006  -  0224011005   -  01007728555 ...  01016163776
مقر الشركة:١٤ عمارات العبور – صلاح سالم – الدور الاول شقه ١٥ – مصر الجديدة - القاهره – بجوار بنك hsbc
مواعيد العمل من 10 صباحا. حتي 6 مساء
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖",Voyage
"صدق أو لا تصدق
هذه الاطلالة من شاطئ بركوكش بطبرقة ❤️
#طبرقة 
#Tabarka",Voyage
المهدية الجمال,Voyage
"الجزائر بعيداً عن التريند
هل فعل تستحق الزيارة؟
ووين تمشي؟ البوست هذا معبي نصائح وفيه دليل مهم لو تفكر تزور الجزائر.🇩🇿
زي ماشفنا كان في تريند على زيارة الجزائر الفترة الماضية وتحديداً من الليبيين. 🇱🇾
باهي اولاً هل تستحق الزيارة؟
الجزائر مش معروفة بكونها وجهة سياحية و فعلاً البنية التحتية فيها للسياحة مش قوية.
لكن (خطين تحت كلمة لكن) فيها المقومات الي تخلي زيارتك لها مميزة ولاتنسى. 
الميزات و العقبات (حسب رأيي الشخصي)
الميزات:
1- طبيعة ساحرة و اماكن ليس لها مثيل و بدون ما نبالغ و حنذكر أبرزهن في المنشور هذا
2- شعب تحطه علجرح يبرا ، يرحبو بالزائر ويحطوه فوق راسهم
3- الاسعار معقولة جداً 
العقبات:
1- ايجاد السكن كسائح يعتبر تحدي في بعض المدن  لكن اقرى المنشور كله.
2- يعتبر تحدي في بعض المدن ان تلقى مطاعم تقدم بجودة ممتازة و أصناف تتماشى مع السائح (لكن في البوست هذا حنشارك بعض الخيارات الي حبيتها)
3- العملة حتلخبطك بالذات في الايام الاولى بسبب الارقام العالية (نظراً لضعف العملة) وثانياً بسبب اختلاف التسمية في الارقام بين الرسمي و بين المتداول شفهياً. حنوضح اكثر تحت.
حلو لو ناوي تزورها
وين تسافر في الجزائر وشنو تدير في كل مدينة.
ركز في الي جاي لأنه زبدة الزبدة…
الخط المقترح اذا انت داخل بالبر عن طريق تونس كالتالي حسب الترتيب من الشرق للغرب. اقرا عنهن في السطور التالية و احذف منهن حسب رغبتك.
عنابة - قسنطينة - سكيكدة - بجاية - الجزائر العاصمة - وهران - تلمسان
1- عنابة:
مدينة فيها اجمل بحر شفته في الجزائر! كذلك بعض اصدقائي الجزائريين الي زارو كل المدن الساحلية يوافقوني الرأي.
من بين اشهر شواطئ عنابة اسمه شاطئء جنان الباي.
ولكن لو تبي الحاجة الصح الصح و الي فيها المياه كريستالية والشواطئ الي تضاهي في جمالها تايلند و اندونيسيا، عليك انك تاخذ رحلة بالقارب الى الأماكن المعزولة أكثر.
يا اما تمشي لأحد المكاتب السياحية (شخصياً تعاملت مع CapFun Seraïdi  وكانو ممتازين) او تتكلم مع اصحاب القوارب المتواجدين علشط وتنسق معاهم يحطوك في أحدٍ الشواطئ المعزولة ويرجعولك.
اسماء الأماكن المش عادية هذي:
شاطئ واد سمحوت ، شاطئ لاكاريار ، الكهوف، وغيرها ضمن الجولة بالقارب.
وفي عنابة لازم تجرب ال Paragliding القفز الشراعي من منطقة سرايدي ، نفس المكتب السياحي الي تعاملت معاه يوفره بأسعار ممتازة مايقارب 25 يورو ! يعتبر بلاش مقارنة بباقي الدول حول العالم! والمنظر خلاب تحتك الجبل والبحر. حتحس بمزيج من الادرينالين والسعادة بتجربتك هذي.
حتكون مع كابتن محترف كل ما عليك انك تستمتع بالمنظر، وكذلك بالنسبة للبنات الي يبن بنت حصراً ، عندهم بنت محترفة تقدري تطيري معاها.
من الاماكن الي تستاهل الزيارة في عنابة فندق المنتزه بإطلالته الملحمية من أعلى مناطق سرايدي من فوق السحاب. عندك الخيار انك تسكن فيه او تشرب قهوة و تستمتع بالمنظر.
2- قسنطينة
مدينة الجسور المعلقة و مدينة العلم والعلماء.
المدينة هذي لعشاق التاريخ و الادب والاماكن الهادية (نسبياً).
للأمانة قسنطينة افضل في الربيع والخريف. ولكن حتى لو جيت في الصيف وعارف روحك ماعندكش رجعة قريبة للجزائر ننصح بزيارة قسنطينة لأن عندها نكهة خاصة.
تزور جسورها المهيبة وتصور فيهن. و أشهرهن جسر سيدي مسيد.
و تزور قصر أحمد باي. تقدر تدير جولة بروحك أو تستعين بمرشد من المكان.
رسوم الدخول رمزية. والمكان تحفة معمارية معبية قصص وجميلة للتصوير بالذات لما تطلع معاك في الصور حدائق النارنج في قلب القصر.
و تزور كذلك نصب الأموات الي داروه لتخليد قتلى الحرب العالمية الأولى.
قسنطينة مشهورة بأكلات زي البوزلوف وهو لحم رأس الخروف. (جربته ولكن شخصياً مش من محبين لحم الرأس)
وعندهم حلوى الجوزية 🤤 عجبتني واجد وننصح بيها كهدايا. اسئلو الناس في الشارع وين أحسن مكان يبيعها (فرصة لفتح موضوع مع اهل المدينة والدردشة معهم).
3- سكيكدة
ولاية مشهورة ببحرها وبالذات مدينة القل.
واحد من المناطق المشهورة بالبحر الجميل في القل هو تامانارت. الشواطئ جميلة ولكن مكتضة وأقل نظافة من عنابة. ننصح بنفس الشيء اللي درناه في عنابة 😉 تتكلم مع احد اصحاب القوارب على الشاطئ يشيلك (سواء بروحك او مع اصدقاءك او عائلتك) لأحد الشواطئ المعزولة و الي تكون اجمل. 
منها تستمتع بالقارب لدقائق معدودة في الطريق ومنها تسبح في مكان رهيب 👌
القل كذلك فيها غابة جميلة للتخييم سواء في الربيع او حتى في الصيف اسمها غابة تي زغبان. في اماكن تحط فيها سيارتك خارج الغابة مجاناً. و تدخل مسار مشي أقل من نصف ساعة لعند ماتلقى مكان مناسب لوضع خيمتك. وننصح بالتخييم قريب من مجرى الماء لأنه يصيف نكهة خاصة لمكانك.
4- بجاية
مدينة أغلب سكانها ""قبايل"" (المسمى المحلي للامازيغ) 
هنا حتحس بالتنوع الثقافي و تسمع لغة اخرى وانت ماشي في الشارع جنباً إلى جنب مع اللهجة الدارجة الجزائرية.
الاماكن التالية كلها بالسيارة توصلها:
من الاماكن المشهورة هنا قمة يما قورايا. سميت على فتاة عندها قصة متداولة. حتصعد مسافة متوسطة على رجليك لمكان مثير للاهتمام لكن شخصياً اعتقد انه مش مبهر.
الاقوى منه هو قمة القردة Pic des Singes
اطلالة تاخد عقلك وتشيله بعيد. المكان هذا من جماله سبب كافي لزيارة المدينة.
بس لو تبي تقابل القردة الحقيقية تمشي بالسيارة لاطلالة اخرى قريبة اسمها cap carbon حتلقى فيها نوع من القردة بدون ذيل. ويقتربو واجد من الزوار. ماتخافش منهم مسالمين لو ما اذيتهمش. 😁
و في المكان ناس واجد تبيع في التذكارات والصناعات التقليدية.
5- الجزائر العاصمة
الزحمة والدوشة و قلب البلاد النابض.
شخصياً مقتنع انك لو زرت دولة لازم تشوف عاصمتها ضمن رحلتك.
القصبة وهي المدينة القديمة. خود مرشد سياحي يدخل بيك ويحكيلك القصص عشان تتعرف على الجزائر وقصص اهلها ومقاومتهم أيام الاستعمار الفرنسي. و حتلقى محلات الصناعات التقليدية المتوارثات جيل بعد جيل (زي الصناعات الجلدية اليدوية مثلاً) اذا عجباتك حاجة اشريها لأن الحاجات هذي قيمتهن المعنوية عالية واسعارهن ممتازة.
ومش بعيد م القصبة خود صورة مع جامع كتشاوة.
كول قلب اللوز (يشبه البسبوسة لكن طعمته مختلفة وجميلة) اسئل الناس في الشارع عن افضل مكان (قلنا سبب تفتح بيه دردشة مع اهل المدينة).
وفي الجزائر ماتنسش تجرب محلات المشاوي الشعبية. الاسياخ الي يستخدموها صغيرة فحتاكل اسياخ واجد و لكن الطعم لذيذ وشاطرين في الشواء.
جرب المطاعم الي تدير اكل غربي وتقييمها عالي على الجوجل مابس.
جرب التاكوس، ساندوتش يفرق عن التاكوس المكسيكي الاصلي لكن الجزائر مشهورين بيه ولذيذ.
جرب المطاعم الي تدير اكل مدن اخرى ماعندكش وقت تزورها. الشخشوخة (اكلة تشبه الفتات) على طريقة مدينة بسكرى و مدينة بوسعادة لذيذة و اكلة الزفيطي لذيذة لمحبين الحار 🌶.
بعيداً عن الاكل، اذا اول مرة تجي للعاصمة زور:
-السابلات (كرنيش مناسب للتنزه في العشية) و اشربو شاهي (تي ميمون) من بائعي الشاهي
-حديقة الحامة : حديقة معروفة بإسم حديقة التجارب، مساحات خضراء شاسعة فيها انواع مميزة من الاشجار والزهور. واطلالة جميلة على مقام الشهيد اشهر معالم العاصمة.
6- وهران
من فينا مش سامع بيها، تلقب بالباهية.
حتسوق مسافات بعيدة، انت هكي وصلت للغرب الجزائري.
وهران مشهورة بموسيقى الراي، والراي اثنين.
اولهن الراي القديمة الي اصبح موروث فني يعتز بيه الجزائريين زي الاعمال القديمة للشاب حسني و الشاب مامي والشاب خالد مثلاً. 
والراي الجديد الي اغلبه كلام ""غير لائق"".
المدينة اشتهرت بالفن والحفلات والاحداث الي يتم تنظيمها على مدار العام.
من الاماكن الي تستاهل الزيارة
سانتا كروز Santa Cruz كنيسة قديمة تعتبر مكان جميل لرؤية المدينة من فوق والصور التذكارية مع وهران.
وحتلاحظ في جولتك في وهران بعض التماثيل للأسود رمز المدينة.
كاتدرائية وهران الي تم تحويلها الى مكتبة عامة كذلك جميلة وتستاهل الزيارة.
اذا تحب تجربة الاكل الشعبي لما تسافر يبقى جرب الكرانتيكا المشهورة بيها وهران من باب تجربة شيء مختلف.
7- تلمسان
مدينة هادية بسيطة فيها موروث اندلسي جميل.
محبين المعمار الاندلسي تقدرو تزورو فيها البيوت القديمة المحافظين عليها.
وتزورو منطقة المنصورة الي فيها صومعة تعتبر إرث مريني في بلاد الزيانين. مصطلحات واسماء واجد حتمر عليك هنا لأن تلمسان ديما كان عندها اهمية تاريخية على مدى السنين.
زور مغارة بني عاد في تلمسان، تحفة طبيعية حتبهرك. و كذلك مرتبطة بقصص الفلاقة الي كانو يستخدمو في انفاقها خلال مقاومتهم للفرنسيس.
👇👇👇
نصائح عامة خلال زيارة الجزائر:
1- الفنادق شوف الاسعار عبر موقع Booking
لكن تكلم مع موظف الاستقبال الي ممكن يعطيك اسعار افضل. وماتترددش تسأل الناس في الشارع عن اقتراحات اسماء فنادق لأن خارج العاصمة اغلب الفنادق مش حتلقاها اونلاين اصلاً.
2- الشقق احجز شقق من موقع airbnb لو عندك بطاقك فيزا او ماستر كارد الكترونية. 
تأكد ان الشقة عندها تقييم سابق. 
ولو مالقيتش شقق اونلاين اسئل في وسط المدينة عن شقق للايجار.
3- في حالة انك مش حاجز سكن مسبقاً ، الافضل توصل للمدينة في النهار عشان تلقى خيارات السكن بسهولة.
4- جيب معاك يورو ، او دولار (اليورو افضل)
وصرف فلوسك في السوق الموازي (الشارع) لأن السعر افضل من البنوك.
اختار شخص يبدو عليه انه محترم وصرف عنده. تقدر تشوف اكثر من شخص قبل عشان تقارن الاسعار.
5- العملة هي الدينار الجزائري
لكن لما تتعامل مع المحلات والناس في الشارع يقروها بشكل مختلف وهو الشكل المتداول
يعني الورقة المكتوب عليها 
‎ 1000 دينار
يقروها مائة ألف
اما ال100دينار
يقروها عشر الاف
يعني زيد صفرين في كلامك لما تقرى العملة
6- الشعب مضايف و يرحب بالزاور، قدروهم و حطوهم في عيونكم وتعرفو عليهم وعاملوهم بالمودة الي يستحقوها وزيادة.
-
وفي الاخير ألهم ادم المودة بين الشعب الليبي والجزائري. 
 كل الدول المجاورة خوتنا واحبابنا سواء شمال افريقيا ولا الشرق الاوسط والخليج. كل بلاد فيها الزين والشين. اما موضوع التشجيع على زيارة بلاد زي الجزائر شيء ايجابي لهم ولنا لأن يزيد العلاقات والترابط بينا.
انشر المنشور للفائدة
محمد السليني
‏رحاليستا Rahalista",Voyage
"‏تعريف الإنسان حسب دوستويفسكي :
""كائن حي يسير على قدمين ، ناكر للجميل ..""",Mode de vie
"الكاتب المغربي محمد شكري عن موت أمه :

"" عندما ماتت أمي لم أبكي ، كان الحزن أكبر من تصريفه عبر الدموع """,Mode de vie
"من أروع ما قرأت

المقصورة الأخيرة في القطار

كل عام كان والدا الطفل ""مارتان"" يصطحبانه في القطار عند جدته ليقضي عطلة الصيف. عندها يتركونه ويعودون في اليوم التالي.
ثم في إحدى الأعوام قال لهما:
أصبحت كبيرا الآن ...ماذا لو ذهبت لوحدي الى جدتي هذا العام؟

وافق الوالدان بعد نقاش قصير. وها هما في اليوم المحدد واقفان على رصيف المحطة يكرران بعض الوصايا عليه...وهو يتأفف ...
لقد سمعت ذلك منكما الف مرة!

وقبل أن ينطلق القطار بلحظة،
اقترب منه والده وهمس له في أذنه؛
""خذ، هذا لك إذا ما شعرت بالخوف أو بالمرض"" ووضع شيئا بجيب طفله.

جلس الطفل وحيدا في القطار دون اهله للمرة الأولى،
يشاهد تتابع المناظر الطبيعية من النافذة ويسمع ضجة الناس الغرباء تعلو حوله،
يخرجون ويدخلون إلى مقصورته...
حتى مراقب القطار تعجب ووجّه له الأسئلة حول كونه دون رفقة.
حتى إنّ امرأةً رمقته بنظرة حزينة..
فارتبك ""مارتان"" وشعر بأنه ليس على ما يرام.
ثم شعر بالخوف...فتقوقع ضمن كرسيه واغرورقت عيناه بالدموع.
في تلك اللحظة تذكر همس أبيه وأنه دسّ شيئا في جيبه لمثل هذه اللحظة.
فتّش في جيبه بيد مرتجفة وعثر على الورقة الصغيرة...
*فتحها:"" يا ولدي، أنا في المقصورة الأخيرة في القطار"".*
كذلك هي الحياة، نطلق أجنحة أولادنا، نعطيهم الثقة بأنفسهم...
ولكننا يجب ان نكون دائما متواجدين في المقصورة الأخيرة طيلة وجودنا على قيد الحياة...
مصدر شعور بالأمان..لهم.",Mode de vie
"الذين ينسون أحزانهم يبكون لأشياء لا يعرفونها.

#محمود_درويش",Mode de vie
"‏""لايوجد موتٌ يا ابنتي، يموت الناس فقط عندما يُنسَون، لذا إن استطعتِ أن تتذكريني، حينها سأكونُ دائمًا معك.""
- إيزابيل إلليندي | painting by jose soriano fort",Mode de vie
"أحياناً أُفكر بأن قلوب الناس مِثل الآبار العميقة ، لا أحد يستطيع أن يعرف ما في الأسفل . كُل ما يُمكنك فعله هو أن تتخيل ما الذي يطفو على السطح كُل فترة .

_ هاروكي موراكامي",Mode de vie
"بناء الانسان ام بناء الاوطان ؟

قصة قصيرة
للكاتب باولو كويلو
.
كان الأب يحاول أن يقرأ الجريدة ، ولكن ابنه الصغير لم يتوقف عن مضايقته، وحين تعب الأب من ابنه قام بقطع ورقة في الصحيفة كانت تحوي على خريطة العالم ومزقها إلى أجزاء صغيرة وقدمها إلى ابنه.
وطلب منه إعادة تجميع الخريطة ثم عاد لقراءة صحيفته، ظاناً أن الطفل سيبقي مشغولاً بترتيب الخريطة بقية يومه.

إلا أنه لم تمر خمس عشرة دقيقة حتى عاد الطفل إليه وقد أعاد ترتيب الخريطة.
فتسائل الأب مذهولاً:

هل كانت أمك تعلمك الجغرافيا؟
رد الطفل قائلاً: لا، لكن كانت هناك صورة لإنسان على الوجه الأخر من الورقة، وعندما أعدت بناء الإنسان أعدت بناء العالم أيضاً.",Mode de vie
"من أجمل ما قرأت من الأدب الفرنسي

رجل يدعي ""بانورج "" كان في رحلة بحريّة على متن سفينة. وكان على نفس السفينة تاجر الأغنام ""دندونو"" ومعه قطيع من الخرفان المنقولة بغرض بيعها.

كان ""دندونو"" تاجراً جشعاً يمثل أسوأ ما في هذا العصر وهو غياب الإنسانية.

حدث أن وقع شجار على سطح المركب بين ""بانورج"" والتاجر ""دندونو"" صمم على أثره ""بانورج"" أن ينتقم من التاجر الجشع ، فقرّر شراء خروف من التاجر بسعر عال، وسط سعادة دوندونو بالصفقة الرابحة.

وفي مشهد غريب يمسك ""بانورج"" بالخروف من قرنيه ويجره بقوة إلى طرف السفينة ثم يلقي به إلى البحر ، فما كان من أحد الخرفان إلاّ أنْ تبع خطى الخروف الغريق ليلقى مصيره ، ليلحقه الثاني فالثالث والرابع وسط ذهول التاجر وصدمته ، ثم اصطفت الخرفان الباقية في ""طابور مهيب"" لتمارس دورها في القفز.
جن جنون تاجر الأغنام ""دندونو"" وهو يحاول منع القطيع من القفز بالماء ، لكنّ محاولاته كلها باءت بالفشل ،فقد كان""إيمان""الخرفان بما يفعلونه على قدر من الرسوخ أكبر من أن يُقاوم .

وبدافع قوي من الجشع اندفع ""دندونو"" للإمساك بآخر الخرفان الأحياء آملا في إنقاذه من مصيره المحتوم ، إلّا أن الخروف""المؤمن"" كان مصراً على الانسياق وراء الخرفان ، فكان أنْ سقط كلاهما في الماء ليموتا معا غرقا.

ومن هذه القصة صار تعبير ""خرفان بانورج"" مصطلحاً شائعاً في اللغة الفرنسية ويعني انسياق الجماعة بلا وعي أو إرادة وراء آراء
او أفعال الآخرين

ليس أخطر على مجتمع ما من تنامي روح القطيع لديه !!
كثيرا ما تصادفنا في حياتنا قطعان كاملة من ""خرفان بانورج "" تردد كلاما أو تفعل أفعالا لمجرد أنها سمعت أو رأت من يقوم بذلك

العبرة من القصة
أعطاك الله سلاحين ، أعطاك العقل و الحرية
فعليك باستخدام عقلك فى التخطيط لهدفك
والحرية فى اختيار طريقة تحقيق الهدف
المهم أن يكون الهدف هدفك أنت لا تسمح لغيرك أن يتحكم فيك
وإلا ستكون عبدا أعمى ينفذ أهداف غيره""",Mode de vie
"«‏لن تساعد المريض اذا شربت الدواء المر بدلاً منه.»
_ مثل إفريقي _

أما بعد كان بهاء الدين زهير يغار على حبيبته لدرجة إذا تحدث عن أمر يخصها أمام الناس يقول (بعض الناس قالوا وفعلوا)

وأنزهُ اسمكَ أنْ تمرّ حروفهُ
من غَيرَتي بمَسامِعِ الجُلاّسِ

فأقولُ بعضُ النّاسِ عنك كناية ً
خوْفَ الوُشاة ِ وَأنتَ كلّ النّاسِ",Mode de vie
"لأن حُزن النساء عميق وجرحهن غائر، فالرجل الذي أسعد امرأة ؛ فعل شيئاً عظيماً، كأنما قتل كل الحزن في هذا العالم !

- نيقولا ميكافيلي",Mode de vie
"لا تحاول أبدًا أن تكسب بالقوة، ما يمكن كسبه بالمكر .""

- نيكولا مكيافيلي",Mode de vie
"إحدى أكثر الطرق فعالية لقمع المرأة هي الضحك عليها عن طريق ربط الأنوثة بالضعف .

#سيمون_دي_بوفوار
#من_كتابها_الجنس_الآخر",Mode de vie
"‏هناك أموات مازالوا يديرون الحياة"".

- جان بول سارتر",Mode de vie
"فردوس الأثرياء مصنوع من جحيم الفقراء.

- فيكتور هوغو",Mode de vie
"الفيوم مش بس سواقي وشلالات🤌🏻 ، الفيوم من أجمل الأماكن اللي تقضي فيها يوم سفاري ممتع بكل الأجواء ، وراحة بعيد عن اي ضغوطات وتطلع الطاقة اللي جواك🤍
 في رحلة الفيوم من جمال وسحر طبيعة الاماكن اللي فيها هتحس انك روحت لكذا رحلة وكذا مكان في رحلة واحدة وأجواء أجمل 💙
شاملة الانتقالات والبرنامج بالكـامل ( عدا الوجبات اختياري )🤸🏻‍♀️
لو بتدور علي برنامج سياحي يجمع بين بحيرات وشلالات وأجواء ممتعة هادية ومميزة ف نفس الوقت 😃
وجمال المناظر الطبيعية وكمان سفاري في قلب الصحراء 🏜️
يبقي أنت محتاج رحلة الفيوم معانا.. الفيوم الساحرة بطبيعتها الجميلة 💙
تزور فيها قرية تونس وشلالات وادي الريان والبحيرة المسحورة✨
وعشان كدا عملنا برنامج رحلة للفيوم شاملة وكاملة لأغلب معالم صحراء الفيوم ومزاراتها  من قرية تونس لبحيرة قارون  لوادى الريان والسفارى الصحراوية 🏜️و البحيرة المسحورة 💦وجبل المدورة⛰️ والفلوكة🛶 وكمان العاب الألوان👀🎨 والساند سكات🛹🛷وألعاب شد الحبل و الإزازة الدوارة والبيتش باجي والخيل 💙
وممكن تشوف الغروب على البحيره و تاكل احلى وجبة غدا على البحيره  مع توثيق اللحظات الجميلة دي باحلي صور فوتوغرافية📷🤸🏻‍♀️💙
و ممكن تدخل قريه تونس اللى اشتهر سكانها بصناعه الفخار و الخزف اللى بيتصدر لكل انحاء العالم و هتشوف حيطان البيوت و هي مرسومة وملونة باجمل و ازهى الرسوم بايدين ولاد القرية.🤍
هتقدر تستمتع بالشاي البدوي ع النار في الصحراء ساعة العصاري ومع وجبة لذيذة وجو ولا اجمل 🤍
الفيوم كلها أجواء جميلة وساحرة تستاهل نروحها ونستمتع بيها🤍
للحجز والاستفسار: 01113538761
#إيوان💙",Voyage
"طبرقة هذا الصباح
🌻طبرقة هي مدينة تونسيّة توجد في ولاية جندوبة في الشمال الغربي من البلاد.
🌻وتبعدُ عن تونس العاصمة قرابة 175 كيلومتراً، وهي من المدن السياحية المميّزة بإطلالتها على البحر وبخضرة موقعها.
🌻يرى المؤرخون أن مدينة طبرقة تستمّد اسمها من اللغة الرومانيّة القديمة ""تابراكا""، وهي كلمة أمازيغيّة الأصل ومعناها شدّة البرودّة، ولها اسم فينيقي قديم وهو: "" ثابركا""، وتُلقّب بـِ "" لؤلؤة سواحل تونس الخضراء"".
🌻 هناك من المؤرخين من يعتبر أن مدينة  طبرقة تأسست  قبل 2800 عام بواسطة الفينيقيين، حيث قام بتأسيسها بحار فينيقي يسمى هانون، وأطلقوا الفينيقيين عليها اسم ثابركة التي معناها موطن الظلال أو بلاد العليق أو بلاد المرجان.
🌻تتميّز المدينة بامتزاج مناطقها الساحليّة مع مناطقها الجبليّة، وهي تُطلّ بجبالها العالية على البحرالمتوسّط، و تشتهر بأنشطة الغوص لاصطياد جراد البحر، والوقار، والشعب المرجانيّة التي تُستخدم في المجوهرات.
🌻 وتشتهر أيضاً بالمهرجانات كمهرجان الجاز أو مهرجان الموسيقى اللاتينيّة، ومهرجان حصن جنوة والإبر.
 🌻 يوجد فيها مطار دوليّ يبعد عن المدينة قرابة 15 كيلومتراً باتجاه الشرق.
🌻 مدينة طبرقة مدينة جميلة وساحرة، وهي أكبر موسوعة صور لـِ "" بالما تونس""، بل تعتبر أهمّ منطقة سياحيّة في الإقليم الغربيّ الشمالي للبلاد، بالإضافة إلى أنّها تعتبر ثاني أكبر مدينة لتصدير المُرجان عالمياً.
🌻 تضم هذه المدينة العديد من القرى والأودية؛ مثل: وادي الزرقاء، ووادي المالح، ووادي نفزة، وعين الصبح وشتاتة، وطبابة، ووادي سرسار، بالإضافة إلى وادي الكريم.
🌻المدينة لها طابع معماري متميز: منازلها البيضاء والزرقاء ذات الأسقف المكسوّة بالقرمود الأحمر.وهي مدينة سياحية تتميز بخضرة موقعها وإطلالها على البحر الأبيض المتوسط. 
🌻مدينة طبرقة من أهم المدن السياحية التي يتميز موقعها بالخضرة، كما تتميز المدينة بامتزاج مناطق الجبال مع المناطق الساحلية فهي مدينة جبلية مطلة على البحر الأبيض المتوسط.
🌻هناك عدة أماكن يمكن زيارتها في مدينة طبرقة في فصل الصيف مثل شاطئ بركوكش، حيث يوجد هذا الشاطئ على ساحل طبرقة ما بين البحر الأبيض المتوسط والجبال الخضراء.
🌻تتميز مياه الشاطئ بأنها مياه فيروزية نظيفة ينجذب إليها عدد كبير من السياح من جميع أنحاء العالم.
تقام عدة فعاليات في فصل الصيف في مدينة طبرقة مثل مهرجان الجاز، مهرجان الموسيقى اللاتينية، المهرجان العالمي للموسيقى، مهرجان العالم.
🌻تتميز طبرقة بالبحر الصافي المليء بالمرجان الأحمر المميز، حيث تحتل طبرقة المركز الثاني من حيث المدن التي يمكنها تصدير الشعاب المرجانية التي يتم استخدامها لصنع أنواع عديدة من المجوهرات.
🌻ولعل ما يميز طبرقة هو طبيعتها الخلابة التي أبدعها الخالق في مشهد استثنائي يجمع بين زرقة البحر وخضرة الغابات والجبال الشامخة المنتصبة منذ أقدم العصور والشاهدة على تاريخ عريق ضارب في القدم وهذا ما دفع البعض إلى ان يطلقوا عليها صفة «رئة تونس».
#طبرقة",Voyage
"بلدة بالمانوفا تقع في شمال شرق إيطاليا، على مقربة من الحدود مع سلوفينيا.
📍 Palmanova | Italy 
 #أماكن جميلة",Voyage
